chr8,66842779,66842791,0.0
chr7,141520216,141520229,0.0
chr2b,52702623,52702636,0.0
chr7,120050924,120050944,0.0
chr14,84810927,84810943,0.0
chr12,45334462,45334476,0.0
chr10,103773570,103773600,0.666666666667
chr5,14022493,14022506,0.0
chr14,20968983,20969003,0.5
chr4,137070936,137070949,0.0
chr5,44210650,44210679,0.0
chr8,68434409,68434422,0.0
chr8,15753136,15753157,0.0
chr4,187954007,187954025,0.0
chr2b,81101778,81101795,0.0
chr10,4601877,4601889,0.0
chr18,50648429,50648446,0.0
chr1,58171470,58171493,0.0
chr4,80048858,80048872,0.666666666667
chr9,127585557,127585578,0.0
chr5,22134541,22134565,0.0
chr5,100985588,100985609,0.0
chr5,35954708,35954720,0.0
chr3,11467538,11467552,0.0
chr12,101388431,101388456,0.0
chr3,74637522,74637539,0.0
chr2b,47239450,47239472,0.0
chr11,85720063,85720104,0.0
chr4,11915610,11915635,0.0
chr1,6750684,6750700,0.0
chr8,136729514,136729535,1.0
chr8,111821350,111821367,0.0
chr5,84043717,84043732,0.0
chr1,125861193,125861205,0.0
chr7,71298616,71298631,0.0
chr11,85800934,85800953,0.0
chr5,19843358,19843371,0.0
chr15,60829548,60829563,0.0
chr18,69525684,69525699,0.0
chr6,57232235,57232252,0.0
chr2a,51614977,51614995,0.0
chr2b,83791995,83792015,0.0
chr6,111094699,111094715,0.0
chr4,112401308,112401326,0.0
chr13,39768616,39768630,0.0
chr5,109886529,109886543,0.0
chr10,62799849,62799864,0.0
chr21,26370943,26370965,0.533333333333
chr4,147765524,147765542,0.0
chr7,79766447,79766468,0.0
chr4,34638190,34638220,0.0
chr1,9622905,9622921,0.333333333333
chr6,45560411,45560432,0.0
chr1,110806204,110806219,0.0
chr8,134790309,134790323,0.0
chr7,145169066,145169088,0.0
chr5,42710257,42710275,0.0
chr4,186776393,186776409,0.0
chr3,124964878,124964892,0.0
chr10,102195250,102195265,0.0
chr5,27604311,27604325,1.0
chr5,9643404,9643423,0.0
chr1,182238923,182238946,0.0
chr16,14070288,14070301,0.428571428571
chr16,48863246,48863260,0.5
chr6,1840412,1840430,0.0
chr5,167761421,167761440,0.0
chr21,29068614,29068630,0.0
chr2b,54846197,54846227,0.0
chr2b,89758064,89758098,1.0
chr11,26004440,26004468,0.0
chr13,24025609,24025626,0.666666666667
chr6,97364054,97364067,0.0
chr11,17072945,17072962,1.0
chr8,30891807,30891837,0.0
chr3,199329901,199329916,0.0
chr1,148026921,148026943,0.0
chr18,79542200,79542225,0.0
chr7,139796358,139796383,0.0
chr13,57284948,57284967,0.666666666667
chr7,103635422,103635455,0.0
chr15,80263248,80263265,0.0
chr13,37066035,37066052,0.0
chr4,26645037,26645063,0.0
chr13,68654622,68654647,0.0
chr7,104622894,104622913,0.0
chr18,84054489,84054502,0.0
chr4,162783274,162783292,0.5
chr3,43840417,43840438,0.0
chr2b,101407702,101407725,0.0
chr6,46419604,46419624,0.0
chr11,87485232,87485247,0.0
chr13,57446101,57446119,0.0
chr1,146908989,146909019,0.0
chr4,195253432,195253448,0.0
chr2a,56657611,56657625,0.0
chr3,154719430,154719443,0.0
chr12,16534402,16534416,0.0
chr6,139228139,139228176,0.333333333333
chr6,69652650,69652666,0.0
chr10,113746,113760,0.0
chr2b,72369248,72369261,0.0
chr3,15640937,15640953,0.0
chr18,55382904,55382920,0.0
chr8,91655447,91655460,0.0
chr7,22044049,22044067,0.0
chr6,118945083,118945099,0.733333333333
chr3,109395343,109395361,0.833333333333
chr3,141379019,141379043,0.0
chr2a,31299805,31299830,0.0
chr12,87661401,87661414,0.0
chr20,15117652,15117676,1.0
chr10,36076585,36076607,0.0
chr13,78879167,78879180,0.0
chr6,137465776,137465797,0.0
chr4,189936210,189936223,0.0
chr7,105818030,105818050,0.0
chr2b,103662528,103662550,0.0
chr16,59589346,59589363,0.0
chr6,15136127,15136139,0.0
chr9,80128744,80128763,0.0
chr12,44247391,44247413,0.0
chr8,14907800,14907812,0.666666666667
chr8,53264640,53264656,0.0
chr3,156964654,156964667,0.0
chr10,72877226,72877240,0.0
chr13,62944424,62944447,0.0
chr3,166518785,166518811,0.0
chr1,65078230,65078266,0.0
chr5,21151503,21151516,0.0
chr7,20029155,20029174,0.533333333333
chr9,31744494,31744512,0.0
chr10,78174037,78174052,0.0
chr5,66142998,66143011,0.0
chr2a,21035784,21035797,0.428571428571
chr18,84994637,84994652,0.0
chr7,149939994,149940021,0.0
chr11,46457306,46457323,0.0
chr8,19504995,19505022,0.0
chr16,50699785,50699803,1.0
chr8,61224688,61224700,0.0
chr7,118995290,118995305,0.0
chr1,64560177,64560204,0.0
chr3,48629114,48629130,0.0
chr12,79277384,79277405,0.428571428571
chr13,94829772,94829791,0.0
chr11,102150216,102150240,0.0
chr20,62577627,62577641,0.666666666667
chr15,63020879,63020894,0.0
chr12,73812988,73813013,0.0
chr4,152926647,152926668,0.0
chr10,111235292,111235311,0.0
chr7,144254997,144255035,0.0
chr16,50730913,50730925,0.0
chr6,159613561,159613596,0.0
chr3,155661984,155662001,0.0
chr2a,61778321,61778337,0.0
chr2b,7882168,7882185,0.0
chr20,3037046,3037072,0.6
chr15,18659556,18659571,0.0
chr6,140621043,140621063,0.0
chr1,16177092,16177108,0.0
chr10,89731844,89731868,0.0
chr5,126866417,126866438,0.666666666667
chr4,82917051,82917066,0.0
chr4,50126791,50126811,0.0
chr5,168949646,168949661,0.0
chr14,41873688,41873706,0.533333333333
chr8,98909367,98909395,0.666666666667
chr2b,34491460,34491476,0.0
chr4,34638614,34638626,0.0
chr1,76022918,76022936,0.0
chr10,119236723,119236743,0.5
chr1,87085425,87085453,0.0
chr9,32696338,32696353,0.0
chr11,95710894,95710913,0.0
chr1,143217408,143217421,0.0
chr13,18034276,18034298,0.733333333333
chr2a,82292069,82292087,0.533333333333
chr7,103859220,103859236,0.0
chr5,125204330,125204343,0.0
chr12,110444639,110444661,0.0
chr1,213851097,213851110,0.0
chr5,80217604,80217620,0.333333333333
chr11,113223540,113223566,0.0
chr1,201049955,201049969,0.0
chr1,67598329,67598345,0.666666666667
chr5,110650657,110650685,0.0
chr10,11067879,11067900,0.0
chr12,40164181,40164197,1.0
chr7,90099151,90099166,0.666666666667
chr18,66630076,66630091,0.5
chr8,32801937,32801953,0.666666666667
chr11,41451563,41451582,0.0
chr3,115492809,115492825,0.0
chr20,1562929,1562953,0.733333333333
chr13,37115280,37115299,0.0
chr16,33640027,33640047,0.0
chr5,13644783,13644818,1.0
chr9,75687634,75687648,0.0
chr2b,89913543,89913558,0.0
chr2a,78371994,78372012,0.0
chr10,10135828,10135841,0.0
chr5,166886696,166886719,0.0
chr11,67472360,67472377,0.0
chr18,41199534,41199557,0.0
chr8,33167139,33167153,0.0
chr7,30816703,30816728,0.0
chr4,36013656,36013675,0.0
chr22,13587027,13587053,0.533333333333
chr21,21454038,21454059,0.0
chr3,86079461,86079483,0.0
chr1,21093727,21093742,0.666666666667
chr14,108129555,108129569,0.0
chr4,29127348,29127366,0.0
chr2a,31700579,31700598,0.333333333333
chr17,16082229,16082245,0.0
chr4,158708297,158708313,0.0
chr3,48247191,48247205,0.333333333333
chr3,46782922,46782937,0.0
chr3,160342380,160342402,0.0
chr1,55435766,55435785,0.0
chr8,73039505,73039520,0.0
chr7,55924605,55924630,1.0
chr1,51474966,51474983,0.0
chr4,152428852,152428874,0.0
chr19,7479076,7479100,0.0
chr7,64287321,64287333,0.0
chr6,164728802,164728816,1.0
chr8,121504211,121504223,0.0
chr7,112091994,112092016,0.0
chr7,118163386,118163401,0.428571428571
chr1,54651402,54651414,0.0
chr13,86866249,86866269,0.533333333333
chr6,84013480,84013526,0.0
chr17,27082743,27082760,0.0
chr13,108166814,108166835,0.0
chr13,107361401,107361417,0.666666666667
chr2a,99091867,99091898,0.0
chr15,91272811,91272828,0.0
chr18,86509749,86509769,0.5
chr20,26552387,26552403,0.0
chr7,107128877,107128905,0.0
chr14,27183488,27183508,0.0
chr10,14675503,14675519,0.0
chr5,55966491,55966507,0.533333333333
chr19,7406368,7406388,0.0
chr8,68011525,68011550,0.0
chr11,87370357,87370371,0.666666666667
chr3,69604859,69604882,0.0
chr8,120914041,120914067,0.0
chr12,117284144,117284159,0.0
chr13,59039684,59039700,0.0
chr22,31725187,31725205,0.0
chr14,36028473,36028488,0.0
chr7,128738983,128739000,0.0
chr4,188155072,188155091,0.0
chr18,56979229,56979255,1.0
chr5,4846039,4846064,0.0
chr11,30183642,30183658,0.0
chr3,11061300,11061320,0.0
chr5,11212222,11212241,0.0
chr9,115832192,115832213,0.0
chr10,76701931,76701950,0.0
chr8,132155690,132155713,0.0
chr18,51814176,51814194,0.0
chr12,85436355,85436385,0.0
chr2b,53313235,53313258,0.0
chr18,79970397,79970410,0.0
chr15,76703300,76703318,0.0
chr6,105269939,105269958,0.0
chr2a,29553551,29553564,0.0
chr10,66421012,66421044,0.0
chr5,86794079,86794095,0.0
chr9,54087770,54087788,0.0
chr9,97756456,97756468,0.0
chr20,57332616,57332628,0.0
chr3,47783654,47783671,0.0
chr4,65677799,65677816,0.0
chr5,30903222,30903238,0.0
chr3,186126343,186126362,0.0
chr10,68975738,68975759,0.5
chr10,117497547,117497569,0.0
chr6,105307158,105307172,0.0
chr1,75304557,75304587,1.0
chr11,101300659,101300675,0.533333333333
chr4,89771743,89771757,0.0
chr8,52818036,52818058,0.0
chr2a,82836446,82836458,0.0
chr4,83533012,83533031,0.0
chr1,77037824,77037836,0.0
chr2b,59695807,59695821,0.5
chr1,63733550,63733567,0.0
chr8,112124931,112124950,0.571428571429
chr7,63843226,63843244,0.666666666667
chr15,52518356,52518369,0.0
chr4,110005387,110005402,0.355555555556
chr4,53815186,53815202,0.0
chr1,102368725,102368751,0.0
chr3,26791882,26791903,0.0
chr6,2092329,2092346,0.0
chr20,1299404,1299419,0.0
chr13,51976747,51976764,0.0
chr5,89891768,89891786,0.0
chr12,67339548,67339563,0.0
chr11,48883238,48883258,0.533333333333
chr14,43363792,43363804,0.533333333333
chr10,69709811,69709826,0.666666666667
chr20,28264028,28264042,0.622222222222
chr11,46489360,46489373,0.0
chr2b,78108480,78108500,0.0
chr12,62211637,62211654,0.533333333333
chr2a,103728870,103728883,0.0
chr18,64281698,64281725,0.5
chr14,49247980,49247997,0.0
chr11,47070064,47070077,0.0
chr10,53341823,53341838,0.533333333333
chr2b,113538535,113538552,0.0
chr4,73817943,73817961,0.428571428571
chr7,143330312,143330330,0.0
chr2b,76880270,76880288,0.0
chr5,31191167,31191189,1.0
chr1,129860899,129860915,0.0
chr14,59790813,59790833,0.666666666667
chr12,123069406,123069427,0.666666666667
chr9,50796598,50796629,0.333333333333
chr9,102192791,102192811,0.0
chr6,117267967,117267986,0.0
chr5,26559351,26559383,0.6
chr9,36188026,36188046,0.0
chr4,98124879,98124905,0.5
chr8,3073032,3073055,0.0
chr7,75850086,75850105,0.0
chr20,51622624,51622655,0.5
chr16,43290198,43290212,0.0
chr2b,63054296,63054317,0.0
chr2a,14365660,14365680,0.0
chr3,21062230,21062257,0.0
chr3,37087822,37087843,0.0
chr9,37924640,37924653,0.0
chr1,148723415,148723431,0.0
chr12,70797307,70797325,0.0
chr12,81633389,81633401,0.0
chr6,68414425,68414449,0.0
chr5,85614783,85614805,0.0
chr13,67647295,67647311,0.0
chr5,118693870,118693888,0.0
chr7,49161467,49161491,0.0
chr6,170525162,170525176,0.0
chr3,52653690,52653709,0.0
chr5,37979797,37979817,0.0
chr7,143725641,143725653,0.428571428571
chr9,76908813,76908840,0.0
chr19,22510209,22510222,0.0
chr7,98805966,98805981,0.0
chr6,116422847,116422862,0.533333333333
chr11,64498926,64498942,0.0
chr12,30423212,30423226,0.533333333333
chr10,101870210,101870226,0.0
chr7,86648663,86648684,0.0
chr1,53824450,53824473,1.0
chr6,93496302,93496317,0.0
chr4,50831486,50831498,0.0
chr12,53620339,53620358,0.0
chr7,111454287,111454300,0.5
chr20,4274109,4274127,0.333333333333
chr13,48501391,48501406,0.0
chr12,76986769,76986783,0.0
chr16,73229906,73229920,0.533333333333
